breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
australian cattle dog,negative,negative,negative,any,negative,any,any,any,0.022058824,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,any,any,negative,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,any,negative,any,0.014705882,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,any,negative,negative,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,any,positive,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,negative,any,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,any,negative,negative,negative,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,any,any,any,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,any,any,any,negative,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,any,any,negative,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,any,any,negative,negative,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,negative,any,any,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,negative,any,any,negative,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,negative,any,negative,any,0.007352941,./img/breeds/australia_cattle.png
australian cattle dog,negative,negative,negative,negative,negative,any,negative,negative,0.007352941,./img/breeds/australia_cattle.png
dachshund,any,any,any,any,any,any,any,any,1,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,any,negative,0.459259259,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,negative,any,0.474074074,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,negative,negative,0.214814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,positive,any,0.066666667,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,any,positive,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,any,any,0.066666667,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,negative,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,any,any,0.674074074,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,any,negative,0.333333333,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,negative,any,0.303703704,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,negative,negative,0.162962963,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,positive,any,0.044444444,./img/breeds/dachshund.png
dachshund,any,any,any,any,any,positive,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,any,any,0.466666667,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,any,negative,0.214814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,negative,any,0.222222222,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,negative,negative,0.111111111,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,positive,any,0.059259259,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,any,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,negative,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,negative,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,any,any,0.325925926,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,any,negative,0.17037037,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,negative,any,0.133333333,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,negative,negative,0.081481481,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,positive,any,0.044444444,./img/breeds/dachshund.png
dachshund,any,any,any,any,negative,positive,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,any,any,any,0.111111111,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,any,any,negative,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,any,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,any,negative,any,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,negative,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,negative,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,positive,any,any,0.051851852,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,positive,any,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,positive,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,any,positive,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,any,any,any,0.074074074,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,any,any,negative,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,any,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,any,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,positive,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,positive,any,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,any,positive,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,negative,any,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,any,negative,negative,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,any,negative,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,positive,any,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,negative,positive,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,any,negative,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,negative,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,any,positive,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,any,any,0.155555556,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,any,negative,0.081481481,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,negative,any,0.059259259,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,negative,negative,0.044444444,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,any,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,negative,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,any,any,0.125925926,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,any,negative,0.066666667,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,negative,any,0.044444444,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,negative,negative,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,negative,any,any,positive,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,any,any,0.081481481,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,any,negative,0.037037037,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,negative,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,any,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,any,any,0.066666667,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,any,negative,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,negative,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,any,negative,any,negative,positive,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,positive,any,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,any,positive,positive,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,any,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,any,negative,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,any,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,positive,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,any,positive,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,negative,any,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,negative,negative,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,positive,any,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,positive,any,any,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,positive,any,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,any,positive,any,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,any,any,any,0.207407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,any,any,negative,0.096296296,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,any,negative,any,0.066666667,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,any,negative,negative,0.02962963,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,negative,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,negative,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,negative,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,negative,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,positive,any,any,0.125925926,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,positive,any,negative,0.074074074,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,positive,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,positive,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,any,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,any,any,any,0.103703704,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,any,any,negative,0.044444444,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,any,negative,any,0.044444444,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,any,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,positive,any,any,0.081481481,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,positive,any,negative,0.044444444,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,positive,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,positive,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,any,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,positive,any,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,negative,any,any,positive,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,negative,any,any,positive,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,any,any,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,any,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,any,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,negative,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,negative,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,positive,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,negative,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,any,positive,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,any,any,any,0.044444444,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,negative,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,positive,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,any,positive,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,negative,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,negative,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,negative,positive,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,negative,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,positive,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,negative,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,negative,any,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,negative,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,any,negative,negative,negative,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,any,any,0.62962963,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,any,negative,0.333333333,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,negative,any,0.303703704,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,negative,negative,0.155555556,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,positive,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,any,positive,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,negative,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,any,any,0.42962963,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,any,negative,0.251851852,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,negative,any,0.2,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,negative,negative,0.125925926,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,any,any,positive,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,any,any,0.311111111,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,any,negative,0.133333333,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,negative,any,0.155555556,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,negative,negative,0.074074074,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,any,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,negative,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,any,any,0.214814815,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,any,negative,0.111111111,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,negative,any,0.088888889,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,negative,negative,0.059259259,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,positive,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,any,negative,positive,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,any,any,any,0.066666667,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,any,any,negative,0.037037037,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,any,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,any,negative,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,positive,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,positive,any,negative,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,positive,any,positive,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,any,positive,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,any,any,any,0.059259259,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,any,any,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,any,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,any,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,positive,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,positive,any,negative,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,any,positive,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,negative,any,any,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,negative,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,positive,any,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,positive,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,negative,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,any,positive,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,any,any,0.088888889,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,any,negative,0.051851852,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,negative,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,negative,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,positive,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,any,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,negative,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,any,any,0.074074074,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,any,negative,0.051851852,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,negative,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,positive,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,any,positive,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,any,any,any,0.044444444,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,any,positive,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,any,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,positive,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,positive,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,positive,positive,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,negative,positive,positive,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,positive,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,any,negative,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,any,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,positive,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,positive,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,any,positive,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,negative,any,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,negative,negative,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,positive,any,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,positive,any,any,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,positive,any,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,any,positive,any,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,any,any,any,0.17037037,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,any,any,negative,0.081481481,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,any,negative,any,0.066666667,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,any,negative,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,negative,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,negative,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,negative,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,negative,negative,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,positive,any,any,0.103703704,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,positive,any,negative,0.059259259,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,positive,negative,any,0.02962963,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,positive,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,any,any,any,0.088888889,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,any,any,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,any,negative,any,0.044444444,./img/breeds/dachshund.png
